parameters:
P = 0.900000	Q = 0.100000	D_A = 0.090000	error rate = 0.010000	average coverage per site = 3	sample size = 100	# of iterations = 10000

iteration	sample P	sample Q	sample error rate	sample p	sample D_A	best_major_allele_freq	best_D_A	best_f	estimated P	estimated Q	best_error	HWE_maxll	null_maxll	maxll	pol_llstat	HWE_llstat
9101	0.910000	0.090000	0.010000	0.910000	0.081900	0.905000	0.080975	0.941844	0.900000	0.090000	0.010000	-59.132847	-130.483261	-48.899969	163.166584	20.465757
9102	0.880000	0.120000	0.003521	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.005282	-61.619964	-144.477160	-43.726862	201.500597	35.786204
9103	0.940000	0.060000	0.006536	0.940000	0.056400	0.945000	0.046975	0.903800	0.940000	0.050000	0.004902	-37.450865	-59.467198	-33.741977	51.450443	7.417775
9104	0.900000	0.100000	0.007220	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010830	-59.933137	-127.956377	-46.193156	163.526443	27.479962
9105	0.920000	0.080000	0.013029	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.014658	-60.507133	-103.349379	-50.618956	105.460846	19.776354
9106	0.970000	0.030000	0.010949	0.970000	0.029100	0.970000	0.029100	1.000000	0.970000	0.030000	0.016423	-37.894180	-58.228478	-33.202755	50.051445	9.382848
9107	0.850000	0.150000	0.013378	0.850000	0.127500	0.880000	0.105600	1.000000	0.880000	0.120000	0.015050	-76.160248	-161.603474	-59.413934	204.379080	33.492629
9108	0.910000	0.090000	0.000000	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.000000	-39.568698	-96.864045	-27.626792	138.474504	23.883812
9109	0.900000	0.100000	0.003356	0.900000	0.090000	0.890000	0.087900	0.897855	0.880000	0.100000	0.000000	-53.804105	-149.370960	-38.607540	221.526840	30.393131
9110	0.930000	0.070000	0.006623	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.004967	-45.912235	-99.307184	-36.661353	125.291661	18.501763
9111	0.870000	0.130000	0.006757	0.870000	0.113100	0.885000	0.096775	0.950872	0.880000	0.110000	0.005068	-62.322245	-152.172622	-48.212548	207.920148	28.219394
9112	0.900000	0.100000	0.010417	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010417	-62.465253	-129.191493	-49.646181	159.090622	25.638143
9113	0.920000	0.080000	0.003650	0.920000	0.073600	0.910000	0.071900	0.877900	0.900000	0.080000	0.000000	-47.504344	-114.520182	-37.275444	154.489474	20.457799
9114	0.890000	0.110000	0.009259	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.013889	-73.119680	-165.041529	-54.794463	220.494132	36.650435
9115	0.860000	0.140000	0.007246	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.010870	-72.260410	-177.586140	-52.232707	250.706867	40.055407
9116	0.920000	0.080000	0.003390	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.005085	-44.824035	-83.690843	-35.426369	96.528947	18.795332
9117	0.910000	0.090000	0.008982	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.013473	-66.607975	-147.242909	-50.581673	193.322473	32.052606
9118	0.880000	0.120000	0.016077	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.019293	-81.752350	-141.466382	-67.479165	147.974435	28.546370
9119	0.890000	0.110000	0.010345	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.015517	-66.994161	-132.650377	-51.817271	161.666212	30.353779
9120	0.910000	0.090000	0.018657	0.910000	0.081900	0.940000	0.056400	1.000000	0.940000	0.060000	0.027985	-61.858681	-96.701478	-53.008066	87.386826	17.701232
9121	0.910000	0.090000	0.000000	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.000000	-39.518267	-110.817157	-27.460029	166.714256	24.116476
9122	0.860000	0.140000	0.013889	0.860000	0.120400	0.850000	0.117500	0.921569	0.840000	0.140000	0.010417	-80.041107	-174.256428	-64.768368	218.976122	30.545479
9123	0.900000	0.100000	0.009646	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.004823	-65.432625	-141.466382	-52.633086	177.666592	25.599077
9124	0.920000	0.080000	0.006349	0.920000	0.073600	0.925000	0.064375	0.927928	0.920000	0.070000	0.004762	-48.350585	-103.936343	-39.479339	128.914008	17.742493
9125	0.850000	0.150000	0.017857	0.850000	0.127500	0.865000	0.111775	0.957183	0.860000	0.130000	0.010714	-77.118420	-167.319559	-62.922199	208.794720	28.392442
9126	0.920000	0.080000	0.009554	0.920000	0.073600	0.925000	0.064375	0.927928	0.920000	0.070000	0.004777	-54.229859	-107.524043	-45.840215	123.367654	16.779287
9127	0.930000	0.070000	0.014134	0.930000	0.065100	0.925000	0.054375	0.783784	0.910000	0.060000	0.005300	-56.162998	-97.891099	-51.171922	93.438353	9.982151
9128	0.890000	0.110000	0.006689	0.890000	0.097900	0.890000	0.087900	0.897855	0.880000	0.100000	0.005017	-60.987023	-158.622379	-46.850354	223.544051	28.273337
9129	0.890000	0.110000	0.000000	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.000000	-50.751596	-137.227075	-33.933069	206.588012	33.637054
9130	0.850000	0.150000	0.000000	0.850000	0.127500	0.850000	0.127500	1.000000	0.850000	0.150000	0.000000	-60.349033	-163.428146	-39.723713	247.408866	41.250639
9131	0.870000	0.130000	0.006757	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.005068	-70.448211	-167.023087	-52.021931	230.002312	36.852561
9132	0.890000	0.110000	0.007092	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.010638	-68.124255	-164.824045	-47.948832	233.750426	40.350847
9133	0.800000	0.200000	0.023411	0.800000	0.160000	0.810000	0.153900	1.000000	0.810000	0.190000	0.025084	-110.184072	-215.813903	-86.720732	258.186342	46.926679
9134	0.900000	0.100000	0.013333	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010000	-67.560038	-146.520586	-55.194163	182.652846	24.731749
9135	0.900000	0.100000	0.006734	0.900000	0.090000	0.925000	0.064375	0.927928	0.920000	0.070000	0.005051	-50.143414	-133.431805	-38.799475	189.264659	22.687877
9136	0.880000	0.120000	0.010000	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.015000	-72.414089	-149.627540	-54.435451	190.384178	35.957276
9137	0.860000	0.140000	0.000000	0.860000	0.120400	0.850000	0.127500	1.000000	0.850000	0.150000	0.000000	-61.758203	-173.719983	-39.236156	268.967654	45.044094
9138	0.910000	0.090000	0.019108	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.028662	-75.780634	-138.543648	-61.509938	154.067420	28.541393
9139	0.890000	0.110000	0.017794	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.026690	-84.968301	-183.867399	-64.416038	238.902723	41.104527
9140	0.890000	0.110000	0.015823	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.018987	-85.527576	-175.870974	-65.563555	220.614838	39.928042
9141	0.910000	0.090000	0.016393	0.910000	0.081900	0.890000	0.097900	1.000000	0.890000	0.110000	0.014754	-70.935204	-131.005487	-57.470660	147.069654	26.929086
9142	0.940000	0.060000	0.003425	0.940000	0.056400	0.950000	0.037500	0.789474	0.940000	0.040000	0.000000	-29.743483	-79.597848	-23.180745	112.834207	13.125477
9143	0.880000	0.120000	0.013289	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.014950	-78.223854	-170.685340	-61.959621	217.451438	32.528466
9144	0.910000	0.090000	0.010239	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.010239	-61.782512	-142.528666	-47.358672	190.339989	28.847680
9145	0.930000	0.070000	0.009677	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.014516	-57.820772	-110.817157	-45.633625	130.367065	24.374294
9146	0.870000	0.130000	0.031447	0.870000	0.113100	0.865000	0.091775	0.785913	0.840000	0.110000	0.018868	-97.492481	-145.480216	-91.574279	107.811875	11.836405
9147	0.900000	0.100000	0.009615	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.014423	-73.136517	-189.473292	-52.318395	274.309793	41.636243
9148	0.920000	0.080000	0.003344	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.005017	-47.295103	-109.913980	-35.209179	149.409601	24.171848
9149	0.930000	0.070000	0.012862	0.930000	0.065100	0.920000	0.053600	0.728261	0.900000	0.060000	0.004823	-55.209357	-128.265979	-48.391984	159.747990	13.634746
9150	0.900000	0.100000	0.006601	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.009901	-65.445789	-162.173843	-46.162420	232.022846	38.566738
9151	0.910000	0.090000	0.012739	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.014331	-68.527839	-131.923161	-55.811806	152.222710	25.432066
9152	0.910000	0.090000	0.006689	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.010033	-58.888775	-140.092066	-44.104985	191.974164	29.567581
9153	0.900000	0.100000	0.003185	0.900000	0.090000	0.890000	0.087900	0.897855	0.880000	0.100000	0.000000	-52.094882	-157.597752	-37.347550	240.500402	29.494663
9154	0.930000	0.070000	0.015060	0.930000	0.065100	0.925000	0.064375	0.927928	0.920000	0.070000	0.009036	-66.255959	-130.251947	-56.628349	147.247195	19.255219
9155	0.930000	0.070000	0.016502	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.019802	-62.229285	-106.671667	-53.119217	107.104899	18.220135
9156	0.920000	0.080000	0.010791	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.016187	-54.516945	-93.872697	-45.072931	97.599531	18.888027
9157	0.890000	0.110000	0.000000	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.000000	-46.509323	-135.147182	-29.573549	211.147266	33.871547
9158	0.930000	0.070000	0.011029	0.930000	0.065100	0.930000	0.055100	0.846390	0.920000	0.060000	0.005515	-48.009786	-97.025361	-41.864112	110.322499	12.291348
9159	0.910000	0.090000	0.013072	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.014706	-72.115228	-159.588624	-55.418838	208.339574	33.392781
9160	0.910000	0.090000	0.003676	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.005515	-51.195724	-120.928533	-37.709866	166.437333	26.971716
9161	0.930000	0.070000	0.010204	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.010204	-54.145210	-105.949967	-44.869892	122.160150	18.550636
9162	0.890000	0.110000	0.013937	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010453	-68.084803	-132.309348	-56.918623	150.781449	22.332360
9163	0.880000	0.120000	0.018127	0.880000	0.105600	0.900000	0.090000	1.000000	0.900000	0.100000	0.022659	-80.124096	-140.320598	-66.194407	148.252381	27.859378
9164	0.860000	0.140000	0.003436	0.860000	0.120400	0.860000	0.120400	1.000000	0.860000	0.140000	0.005155	-64.317070	-154.508523	-45.766157	217.484732	37.101825
9165	0.890000	0.110000	0.013514	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.015203	-73.106506	-152.172622	-57.796609	188.752027	30.619795
9166	0.870000	0.130000	0.016393	0.870000	0.113100	0.875000	0.104375	0.954286	0.870000	0.120000	0.014754	-80.323393	-177.055609	-66.645498	220.820221	27.355789
9167	0.920000	0.080000	0.006897	0.920000	0.073600	0.910000	0.081900	1.000000	0.910000	0.090000	0.010345	-53.284795	-102.047493	-41.541821	121.011345	23.485949
9168	0.900000	0.100000	0.000000	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.000000	-50.621233	-148.982623	-32.192216	233.580814	36.858034
9169	0.890000	0.110000	0.006667	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.010000	-60.895954	-123.815998	-46.529240	154.573517	28.733429
9170	0.930000	0.070000	0.006969	0.930000	0.065100	0.915000	0.062775	0.807136	0.900000	0.070000	0.000000	-46.657498	-112.358548	-38.664804	147.387487	15.985389
9171	0.930000	0.070000	0.003401	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.005102	-43.131909	-91.289693	-33.046765	116.485855	20.170288
9172	0.890000	0.110000	0.019417	0.890000	0.097900	0.895000	0.078975	0.840383	0.880000	0.090000	0.014563	-74.202819	-134.727163	-67.370781	134.712763	13.664076
9173	0.880000	0.120000	0.010417	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.015625	-71.278735	-179.774398	-51.950096	255.648603	38.657278
9174	0.890000	0.110000	0.016129	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.019355	-75.846118	-138.110787	-63.348522	149.524529	24.995191
9175	0.930000	0.070000	0.012195	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.009146	-61.782612	-129.884012	-51.179609	157.408806	21.206006
9176	0.920000	0.080000	0.003322	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.004983	-47.222009	-102.898639	-35.466860	134.863557	23.510298
9177	0.890000	0.110000	0.015432	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.018519	-83.717956	-168.086076	-65.429389	205.313373	36.577134
9178	0.910000	0.090000	0.012739	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.009554	-67.753730	-135.251303	-55.408143	159.686321	24.691176
9179	0.950000	0.050000	0.013937	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.015679	-46.817732	-71.319365	-42.034499	58.569733	9.566465
9180	0.880000	0.120000	0.009804	0.880000	0.105600	0.885000	0.096775	0.950872	0.880000	0.110000	0.009804	-68.625123	-147.257089	-55.562385	183.389408	26.125476
9181	0.900000	0.100000	0.010526	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010526	-65.561209	-135.263920	-51.957795	166.612250	27.206828
9182	0.950000	0.050000	0.006250	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.004688	-39.353332	-96.785577	-31.047405	131.476343	16.611854
9183	0.970000	0.030000	0.017921	0.970000	0.029100	0.960000	0.028400	0.739583	0.950000	0.030000	0.010753	-44.052618	-62.677163	-41.829541	41.695244	4.446153
9184	0.910000	0.090000	0.016949	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.015254	-74.610021	-139.620926	-60.681221	157.879409	27.857600
9185	0.940000	0.060000	0.007117	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.005338	-48.249577	-111.805648	-36.603912	150.403471	23.291329
9186	0.890000	0.110000	0.013115	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.019672	-74.740129	-171.297555	-55.127479	232.340153	39.225300
9187	0.900000	0.100000	0.003175	0.900000	0.090000	0.900000	0.080000	0.888889	0.890000	0.090000	0.000000	-52.216559	-148.333540	-39.086313	218.494455	26.260493
9188	0.880000	0.120000	0.008955	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.013433	-74.747716	-157.044561	-56.791701	200.505720	35.912029
9189	0.950000	0.050000	0.013072	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.009804	-52.398153	-95.860984	-45.452443	100.817082	13.891422
9190	0.870000	0.130000	0.009804	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.014706	-81.163014	-196.597303	-58.480593	276.233419	45.364841
9191	0.910000	0.090000	0.010909	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.010909	-63.496933	-140.232551	-49.367382	181.730337	28.259101
9192	0.910000	0.090000	0.010714	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.010714	-59.953220	-131.498695	-47.067186	168.863018	25.772067
9193	0.950000	0.050000	0.000000	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.000000	-23.195387	-58.903869	-16.342859	85.122020	13.705056
9194	0.910000	0.090000	0.015528	0.910000	0.081900	0.905000	0.080975	0.941844	0.900000	0.090000	0.009317	-72.632395	-152.335300	-61.615002	181.440596	22.034786
9195	0.910000	0.090000	0.013029	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.014658	-66.096456	-131.211857	-52.745891	156.931931	26.701131
9196	0.920000	0.080000	0.010101	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010101	-60.332903	-126.862112	-47.771404	158.181416	25.122998
9197	0.910000	0.090000	0.003185	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.004777	-53.045495	-125.155157	-37.705913	174.898488	30.679163
9198	0.870000	0.130000	0.015974	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.023962	-88.656352	-200.585354	-67.543450	266.083808	42.225804
9199	0.910000	0.090000	0.019169	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.023962	-79.855565	-141.689966	-66.040379	151.299173	27.630372
9200	0.920000	0.080000	0.003484	0.920000	0.073600	0.910000	0.081900	1.000000	0.910000	0.090000	0.005226	-46.621305	-105.372548	-35.076317	140.592462	23.089976
9201	0.850000	0.150000	0.000000	0.850000	0.127500	0.860000	0.120400	1.000000	0.860000	0.140000	0.000000	-58.109930	-141.527289	-40.194703	202.665172	35.830454
9202	0.890000	0.110000	0.006557	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.004918	-64.433746	-171.297555	-46.405179	249.784752	36.057132
9203	0.870000	0.130000	0.003236	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.004854	-66.831389	-171.901160	-45.820260	252.161800	42.022258
9204	0.900000	0.100000	0.012539	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.014107	-72.252006	-135.766721	-57.869128	155.795186	28.765755
9205	0.820000	0.180000	0.003663	0.820000	0.147600	0.830000	0.141100	1.000000	0.830000	0.170000	0.005495	-72.649568	-195.099016	-50.458014	289.282005	44.383108
9206	0.940000	0.060000	0.013115	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.019672	-59.737808	-113.947415	-48.394319	131.106192	22.686978
9207	0.920000	0.080000	0.003676	0.920000	0.073600	0.910000	0.071900	0.877900	0.900000	0.080000	0.000000	-44.954716	-110.952654	-35.662415	150.580479	18.584603
9208	0.920000	0.080000	0.014706	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.017647	-69.620825	-157.625162	-56.491772	202.266779	26.258104
9209	0.900000	0.100000	0.009901	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.014851	-66.720836	-143.740239	-50.186879	187.106720	33.067915
9210	0.900000	0.100000	0.006079	0.900000	0.090000	0.915000	0.062775	0.807136	0.900000	0.070000	0.000000	-46.944898	-115.919990	-38.187503	155.464975	17.514791
9211	0.900000	0.100000	0.000000	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.000000	-50.300916	-150.942721	-32.192216	237.501010	36.217401
9212	0.880000	0.120000	0.003367	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.005051	-61.691906	-172.925501	-41.802152	262.246699	39.779509
9213	0.870000	0.130000	0.012539	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.014107	-80.351042	-176.318507	-60.485766	231.665481	39.730551
9214	0.940000	0.060000	0.000000	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.000000	-35.844773	-118.871066	-22.387375	192.967382	26.914795
9215	0.870000	0.130000	0.022951	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.019672	-96.221587	-214.626950	-76.958484	275.336932	38.526207
9216	0.880000	0.120000	0.003096	0.880000	0.105600	0.870000	0.103100	0.911583	0.860000	0.120000	0.000000	-59.419884	-176.908210	-42.364779	269.086862	34.110210
9217	0.900000	0.100000	0.009709	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.009709	-65.750294	-156.947247	-50.117808	213.658879	31.264972
9218	0.860000	0.140000	0.007353	0.860000	0.120400	0.860000	0.120400	1.000000	0.860000	0.140000	0.011029	-68.897395	-142.862157	-52.054622	181.615069	33.685546
9219	0.900000	0.100000	0.016181	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.014563	-77.240239	-150.760015	-63.345472	174.829086	27.789533
9220	0.940000	0.060000	0.003096	0.940000	0.056400	0.940000	0.046400	0.822695	0.930000	0.050000	0.000000	-32.536389	-73.013015	-27.355032	91.315966	10.362714
9221	0.870000	0.130000	0.009967	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.014950	-78.294964	-167.781314	-58.678360	218.205908	39.233209
9222	0.940000	0.060000	0.003145	0.940000	0.056400	0.930000	0.055100	0.846390	0.920000	0.060000	0.000000	-39.828037	-104.152478	-31.221824	145.861307	17.212426
9223	0.930000	0.070000	0.007168	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.005376	-44.480887	-93.947219	-36.403547	115.087346	16.154682
9224	0.910000	0.090000	0.010381	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.015571	-62.323127	-115.974212	-49.982461	131.983501	24.681332
9225	0.900000	0.100000	0.006494	0.900000	0.090000	0.905000	0.080975	0.941844	0.900000	0.090000	0.004870	-57.611112	-144.330192	-43.908743	200.842897	27.404737
9226	0.940000	0.060000	0.013158	0.940000	0.056400	0.950000	0.047500	1.000000	0.950000	0.050000	0.019737	-56.189082	-103.125164	-45.615454	115.019419	21.147256
9227	0.870000	0.130000	0.003257	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.004886	-66.125936	-177.373739	-45.822187	263.103104	40.607498
9228	0.930000	0.070000	0.020290	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.021739	-79.921687	-148.403788	-66.822260	163.163056	26.198853
9229	0.870000	0.130000	0.006061	0.870000	0.113100	0.875000	0.094375	0.862857	0.860000	0.110000	0.000000	-60.216453	-156.454693	-47.935202	217.038983	24.562501
9230	0.890000	0.110000	0.016835	0.890000	0.097900	0.875000	0.104375	0.954286	0.870000	0.120000	0.010101	-78.624805	-164.259669	-65.066600	198.386138	27.116411
9231	0.910000	0.090000	0.025559	0.910000	0.081900	0.930000	0.065100	1.000000	0.930000	0.070000	0.033546	-80.499523	-121.622877	-71.052940	101.139874	18.893167
9232	0.900000	0.100000	0.009119	0.900000	0.090000	0.900000	0.080000	0.888889	0.890000	0.090000	0.004559	-62.820066	-165.695001	-49.611189	232.167622	26.417753
9233	0.900000	0.100000	0.009404	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.009404	-61.969722	-118.658797	-49.840212	137.637170	24.259020
9234	0.840000	0.160000	0.007067	0.840000	0.134400	0.840000	0.134400	1.000000	0.840000	0.160000	0.005300	-78.257368	-197.259058	-57.572889	279.372339	41.368960
9235	0.920000	0.080000	0.000000	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.000000	-37.066153	-98.273113	-24.928471	146.689286	24.275364
9236	0.890000	0.110000	0.009231	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.009231	-61.620847	-136.374110	-46.346086	180.056048	30.549521
9237	0.960000	0.040000	0.018315	0.960000	0.038400	0.945000	0.026975	0.519000	0.920000	0.030000	0.005495	-49.266821	-70.601102	-47.825787	45.550629	2.882067
9238	0.920000	0.080000	0.010638	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.015957	-60.204008	-115.305778	-47.777595	135.056366	24.852826
9239	0.950000	0.050000	0.017986	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.021583	-57.791048	-93.872697	-49.803501	88.138392	15.975094
9240	0.880000	0.120000	0.013841	0.880000	0.105600	0.900000	0.080000	0.888889	0.890000	0.090000	0.010381	-67.503667	-154.227618	-56.034280	196.386676	22.938775
9241	0.880000	0.120000	0.016393	0.880000	0.105600	0.890000	0.087900	0.897855	0.880000	0.100000	0.009836	-73.418762	-159.452049	-62.922815	193.058467	20.991893
9242	0.910000	0.090000	0.007067	0.910000	0.081900	0.890000	0.077900	0.795710	0.870000	0.090000	0.000000	-54.262389	-122.098686	-45.448711	153.299950	17.627356
9243	0.900000	0.100000	0.003636	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.005455	-49.455488	-104.347637	-37.119919	134.455437	24.671139
9244	0.900000	0.100000	0.012618	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.014196	-72.949887	-145.366950	-57.987969	174.757963	29.923836
9245	0.910000	0.090000	0.003322	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.004983	-54.102529	-146.644420	-37.773286	217.742267	32.658487
9246	0.950000	0.050000	0.000000	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.000000	-25.369834	-74.637064	-16.549483	116.175163	17.640703
9247	0.880000	0.120000	0.003165	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.004747	-56.890750	-138.757900	-39.677770	198.160261	34.425961
9248	0.920000	0.080000	0.006329	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.009494	-53.824218	-125.341339	-39.504847	171.672984	28.638742
9249	0.930000	0.070000	0.010453	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.015679	-55.286470	-101.809528	-45.109815	113.399427	20.353310
9250	0.810000	0.190000	0.006601	0.810000	0.153900	0.815000	0.145775	0.966838	0.810000	0.180000	0.004950	-81.967873	-214.195409	-60.298740	307.793339	43.338267
9251	0.880000	0.120000	0.015106	0.880000	0.105600	0.885000	0.096775	0.950872	0.880000	0.110000	0.009063	-80.975687	-178.064383	-65.453504	225.221758	31.044365
9252	0.890000	0.110000	0.009288	0.890000	0.097900	0.890000	0.087900	0.897855	0.880000	0.100000	0.004644	-68.561916	-173.949335	-54.145049	239.608573	28.833735
9253	0.900000	0.100000	0.003937	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.005906	-50.756221	-95.526831	-40.057205	110.939252	21.398032
9254	0.890000	0.110000	0.010791	0.890000	0.097900	0.885000	0.086775	0.852616	0.870000	0.100000	0.005396	-60.927293	-128.070788	-52.688301	150.764973	16.477984
9255	0.830000	0.170000	0.016234	0.830000	0.141100	0.830000	0.131100	0.929128	0.820000	0.160000	0.014610	-91.976995	-210.149024	-73.497347	273.303353	36.959296
9256	0.910000	0.090000	0.006270	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.004702	-56.084798	-111.531635	-44.348382	134.366506	23.472833
9257	0.940000	0.060000	0.007435	0.940000	0.056400	0.950000	0.047500	1.000000	0.950000	0.050000	0.005576	-38.382473	-62.229275	-33.608908	57.240733	9.547129
9258	0.960000	0.040000	0.015094	0.960000	0.038400	0.975000	0.019375	0.794872	0.970000	0.020000	0.011321	-37.021532	-57.853387	-34.726229	46.254316	4.590606
9259	0.900000	0.100000	0.010563	0.900000	0.090000	0.895000	0.088975	0.946794	0.890000	0.100000	0.005282	-64.648910	-156.467397	-52.341809	208.251177	24.614204
9260	0.880000	0.120000	0.014134	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.021201	-78.583991	-153.372203	-61.620223	183.503961	33.927537
