parameters:
P = 0.900000	Q = 0.100000	D_A = 0.090000	error rate = 0.010000	average coverage per site = 3	sample size = 100	# of iterations = 10000

iteration	sample P	sample Q	sample error rate	sample p	sample D_A	best_major_allele_freq	best_D_A	best_f	estimated P	estimated Q	best_error	HWE_maxll	null_maxll	maxll	pol_llstat	HWE_llstat
3080	0.910000	0.090000	0.006369	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.009554	-58.243377	-125.155157	-44.522501	161.265314	27.441752
3081	0.930000	0.070000	0.003115	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.004673	-43.854529	-118.828280	-30.263597	177.129365	27.181864
3082	0.890000	0.110000	0.010169	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010169	-65.991985	-142.774464	-51.846306	181.856315	28.291357
3083	0.910000	0.090000	0.000000	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.000000	-43.177699	-111.524541	-29.876540	163.296002	26.602319
3084	0.930000	0.070000	0.010563	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.010563	-50.375022	-90.609573	-42.383841	96.451464	15.982362
3085	0.900000	0.100000	0.007273	0.900000	0.090000	0.895000	0.078975	0.840383	0.880000	0.090000	0.000000	-53.744934	-124.508671	-44.268232	160.480878	18.953403
3086	0.880000	0.120000	0.012862	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.009646	-76.257278	-175.114801	-59.352458	231.524685	33.809639
3087	0.910000	0.090000	0.016340	0.910000	0.081900	0.920000	0.063600	0.864130	0.910000	0.070000	0.014706	-65.225080	-120.983890	-57.294606	127.378569	15.860947
3088	0.840000	0.160000	0.007547	0.840000	0.134400	0.840000	0.114400	0.851190	0.820000	0.140000	0.000000	-73.968758	-178.106420	-59.035093	238.142653	29.867329
3089	0.910000	0.090000	0.009804	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.014706	-64.733049	-127.772369	-50.071081	155.402577	29.323938
3090	0.910000	0.090000	0.000000	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.000000	-39.760237	-84.445444	-29.876540	109.137810	19.767394
3091	0.890000	0.110000	0.006944	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.010417	-56.625307	-98.273113	-46.140661	104.264905	20.969293
3092	0.890000	0.110000	0.016722	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.025084	-80.839794	-146.396313	-65.053948	162.684731	31.571693
3093	0.900000	0.100000	0.010526	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010526	-65.311415	-141.527289	-51.959868	179.134842	26.703094
3094	0.910000	0.090000	0.010949	0.910000	0.081900	0.915000	0.072775	0.935712	0.910000	0.080000	0.005474	-56.415282	-111.144742	-47.803063	126.683357	17.224439
3095	0.940000	0.060000	0.003257	0.940000	0.056400	0.930000	0.065100	1.000000	0.930000	0.070000	0.004886	-40.970879	-95.928463	-30.092717	131.671492	21.756325
3096	0.890000	0.110000	0.006849	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010274	-62.033146	-126.343777	-48.443582	155.800390	27.179127
3097	0.930000	0.070000	0.020761	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.020761	-69.017170	-105.539010	-60.767145	89.543730	16.500050
3098	0.920000	0.080000	0.014652	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.016484	-62.825944	-127.494317	-49.960711	155.067211	25.730466
3099	0.900000	0.100000	0.013201	0.900000	0.090000	0.895000	0.078975	0.840383	0.880000	0.090000	0.004950	-61.336616	-113.775782	-55.462371	116.626823	11.748490
3100	0.940000	0.060000	0.010067	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.015101	-51.786572	-102.669756	-42.268415	120.802682	19.036312
3101	0.920000	0.080000	0.003509	0.920000	0.073600	0.920000	0.063600	0.864130	0.910000	0.070000	0.000000	-40.307894	-101.649442	-31.377143	140.544598	17.861503
3102	0.920000	0.080000	0.008798	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.013196	-63.288363	-134.518776	-48.092487	172.852578	30.391751
3103	0.850000	0.150000	0.013605	0.850000	0.127500	0.850000	0.127500	1.000000	0.850000	0.150000	0.020408	-81.982138	-157.917223	-64.961725	185.910995	34.040826
3104	0.890000	0.110000	0.010714	0.890000	0.097900	0.880000	0.095600	0.905303	0.870000	0.110000	0.005357	-61.606541	-121.784377	-54.160652	135.247450	14.891778
3105	0.910000	0.090000	0.000000	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.000000	-45.414090	-125.709281	-29.876540	191.665484	31.075100
3106	0.940000	0.060000	0.012618	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.018927	-58.128010	-96.591017	-48.531231	96.119572	19.193557
3107	0.890000	0.110000	0.017007	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.015306	-75.045273	-151.904590	-63.089895	177.629389	23.910755
3108	0.840000	0.160000	0.006645	0.840000	0.134400	0.830000	0.141100	1.000000	0.830000	0.170000	0.009967	-81.293782	-198.310841	-57.239840	282.142000	48.107884
3109	0.860000	0.140000	0.003236	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.004854	-63.974385	-174.808647	-43.802566	262.012163	40.343638
3110	0.920000	0.080000	0.010000	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010000	-56.515697	-99.162542	-47.476712	103.371660	18.077970
3111	0.880000	0.120000	0.000000	0.880000	0.105600	0.900000	0.090000	1.000000	0.900000	0.100000	0.000000	-44.606159	-120.329403	-29.678910	181.300986	29.854500
3112	0.840000	0.160000	0.003226	0.840000	0.134400	0.840000	0.134400	1.000000	0.840000	0.160000	0.004839	-73.459427	-180.705510	-51.516987	258.377046	43.884880
3113	0.920000	0.080000	0.009836	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.004918	-56.388830	-131.005487	-45.779472	170.452031	21.218716
3114	0.920000	0.080000	0.013746	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.020619	-62.397934	-116.162076	-50.498174	131.327805	23.799520
3115	0.910000	0.090000	0.003390	0.910000	0.081900	0.900000	0.080000	0.888889	0.890000	0.090000	0.000000	-47.637405	-109.576933	-37.671899	143.810068	19.931013
3116	0.890000	0.110000	0.007194	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.010791	-61.439922	-131.263128	-46.161407	170.203443	30.557031
3117	0.900000	0.100000	0.006623	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.004967	-56.145568	-130.693244	-44.064272	173.257945	24.162593
3118	0.880000	0.120000	0.016447	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.014803	-83.903908	-176.895694	-66.734836	220.321717	34.338145
3119	0.870000	0.130000	0.015674	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.014107	-84.286472	-161.321848	-69.345472	183.952752	29.882001
3120	0.920000	0.080000	0.017794	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.021352	-62.397476	-111.805648	-52.562829	118.485637	19.669294
3121	0.920000	0.080000	0.005698	0.920000	0.073600	0.905000	0.070975	0.825531	0.890000	0.080000	0.000000	-55.688403	-155.618944	-42.472111	226.293666	26.432585
3122	0.930000	0.070000	0.013423	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.015101	-62.307972	-130.271795	-50.569123	159.405344	23.477697
3123	0.930000	0.070000	0.003413	0.930000	0.065100	0.920000	0.063600	0.864130	0.910000	0.070000	0.000000	-40.249834	-94.962375	-31.980096	125.964557	16.539476
3124	0.920000	0.080000	0.000000	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.000000	-38.252272	-87.171442	-27.626792	119.089299	21.250959
3125	0.930000	0.070000	0.018927	0.930000	0.065100	0.920000	0.073600	1.000000	0.920000	0.080000	0.018927	-69.882132	-111.374691	-61.180259	100.388863	17.403745
3126	0.930000	0.070000	0.007117	0.930000	0.065100	0.935000	0.055775	0.917729	0.930000	0.060000	0.005338	-44.048005	-97.736325	-36.271650	122.929349	15.552710
3127	0.880000	0.120000	0.010101	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.015152	-70.750917	-143.018495	-54.448156	177.140678	32.605524
3128	0.880000	0.120000	0.003058	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.004587	-64.709558	-168.489967	-44.276141	248.427653	40.866835
3129	0.880000	0.120000	0.010101	0.880000	0.105600	0.885000	0.096775	0.950872	0.880000	0.110000	0.005051	-69.366752	-186.840924	-54.301613	265.078622	30.130279
3130	0.920000	0.080000	0.013605	0.920000	0.073600	0.960000	0.038400	1.000000	0.960000	0.040000	0.015306	-45.414643	-63.319125	-41.734080	43.170091	7.361127
3131	0.910000	0.090000	0.009868	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.009868	-59.217560	-99.450836	-49.846223	99.209226	18.742673
3132	0.850000	0.150000	0.006515	0.850000	0.127500	0.865000	0.111775	0.957183	0.860000	0.130000	0.004886	-65.876459	-165.718889	-49.345154	232.747470	33.062610
3133	0.950000	0.050000	0.009772	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.014658	-43.841384	-72.285453	-37.079743	70.411420	13.523282
3134	0.910000	0.090000	0.012658	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.018987	-69.316008	-121.892163	-56.162429	131.459468	26.307159
3135	0.930000	0.070000	0.006390	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.009585	-48.918092	-111.057689	-36.884916	148.345546	24.066352
3136	0.930000	0.070000	0.020270	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.025338	-64.238503	-91.422842	-58.085385	66.674914	12.306236
3137	0.940000	0.060000	0.010033	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.010033	-46.727630	-71.906981	-42.263663	59.286637	8.927934
3138	0.900000	0.100000	0.013699	0.900000	0.090000	0.895000	0.088975	0.946794	0.890000	0.100000	0.010274	-66.353666	-142.405097	-57.018904	170.772388	18.669526
3139	0.880000	0.120000	0.017422	0.880000	0.105600	0.900000	0.090000	1.000000	0.900000	0.100000	0.020906	-72.424413	-125.816000	-60.121228	131.389545	24.606370
3140	0.940000	0.060000	0.006711	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.005034	-44.744358	-95.312790	-36.571938	117.481704	16.344840
3141	0.920000	0.080000	0.010417	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.010417	-51.627887	-94.605708	-44.931407	99.348601	13.392960
3142	0.860000	0.140000	0.015873	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.019048	-86.489284	-192.761442	-66.927538	251.667807	39.123493
3143	0.870000	0.130000	0.007143	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.010714	-69.552951	-152.937152	-52.114436	201.645433	34.877031
3144	0.890000	0.110000	0.012698	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.014286	-73.721110	-154.626404	-57.720338	193.812130	32.001543
3145	0.940000	0.060000	0.007042	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.010563	-46.525519	-94.315721	-36.560320	115.510802	19.930400
3146	0.960000	0.040000	0.012195	0.960000	0.038400	0.960000	0.038400	1.000000	0.960000	0.040000	0.013720	-48.418039	-81.507846	-42.589089	77.837514	11.657899
3147	0.890000	0.110000	0.010067	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.015101	-71.225994	-152.438725	-54.458161	195.961126	33.535665
3148	0.880000	0.120000	0.010909	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.016364	-70.422402	-143.272958	-53.963631	178.618654	32.917541
3149	0.910000	0.090000	0.006536	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.009804	-60.039813	-140.900697	-43.905645	193.990104	32.268336
3150	0.900000	0.100000	0.009740	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.009740	-69.370301	-165.861990	-52.197660	227.328662	34.345283
3151	0.900000	0.100000	0.003289	0.900000	0.090000	0.890000	0.087900	0.897855	0.880000	0.100000	0.000000	-54.467716	-134.193999	-41.097589	186.192819	26.740252
3152	0.890000	0.110000	0.016026	0.890000	0.097900	0.910000	0.081900	1.000000	0.910000	0.090000	0.019231	-73.545009	-131.721648	-60.700891	142.041513	25.688235
3153	0.830000	0.170000	0.019417	0.830000	0.141100	0.820000	0.147600	1.000000	0.820000	0.180000	0.019417	-97.025298	-188.958038	-78.000504	221.915068	38.049587
3154	0.890000	0.110000	0.015823	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.023734	-84.098057	-166.989137	-65.472399	203.033475	37.251315
3155	0.910000	0.090000	0.003497	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.005245	-53.811653	-128.970679	-37.524331	182.892696	32.574644
3156	0.900000	0.100000	0.003534	0.900000	0.090000	0.900000	0.080000	0.888889	0.890000	0.090000	0.000000	-52.640677	-138.165699	-39.538918	197.253561	26.203517
3157	0.930000	0.070000	0.017794	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.016014	-65.075450	-131.615810	-55.399070	152.433480	19.352759
3158	0.900000	0.100000	0.009063	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.013595	-69.640880	-143.636779	-53.036283	181.200992	33.209194
3159	0.870000	0.130000	0.017668	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.015901	-84.448313	-184.249139	-68.318169	231.861939	32.260288
3160	0.890000	0.110000	0.009709	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.009709	-67.006235	-134.727163	-54.167876	161.118573	25.676717
3161	0.920000	0.080000	0.010526	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010526	-61.126716	-128.859660	-47.396096	162.927127	27.461241
3162	0.890000	0.110000	0.006309	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.009464	-64.961314	-161.060168	-46.566513	228.987309	36.789602
3163	0.910000	0.090000	0.006579	0.910000	0.081900	0.900000	0.070000	0.777778	0.880000	0.080000	0.000000	-51.591714	-110.328735	-44.423968	131.809535	14.335492
3164	0.910000	0.090000	0.003378	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.005068	-51.407988	-120.043974	-37.815626	164.456695	27.184723
3165	0.910000	0.090000	0.014493	0.910000	0.081900	0.910000	0.071900	0.877900	0.900000	0.080000	0.010870	-62.253560	-127.841528	-52.351942	150.979172	19.803236
3166	0.900000	0.100000	0.006803	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.005102	-56.231878	-136.318236	-39.590868	193.454736	33.282020
3167	0.940000	0.060000	0.006944	0.940000	0.056400	0.950000	0.047500	1.000000	0.950000	0.050000	0.010417	-43.182464	-87.107019	-33.911967	106.390104	18.540993
3168	0.870000	0.130000	0.009804	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.014706	-73.642233	-150.386473	-56.380523	188.011901	34.523420
3169	0.900000	0.100000	0.006780	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.010169	-64.182203	-158.059279	-45.849494	224.419570	36.665416
3170	0.890000	0.110000	0.000000	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.000000	-56.279096	-177.214956	-34.301932	285.826047	43.954328
3171	0.920000	0.080000	0.003774	0.920000	0.073600	0.910000	0.081900	1.000000	0.910000	0.090000	0.005660	-48.126346	-113.607024	-34.840538	157.532972	26.571615
3172	0.890000	0.110000	0.010345	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010345	-70.171092	-154.368331	-54.287401	200.161858	31.767381
3173	0.930000	0.070000	0.018405	0.930000	0.065100	0.925000	0.064375	0.927928	0.920000	0.070000	0.013804	-68.017108	-115.681768	-61.197501	108.968535	13.639215
3174	0.880000	0.120000	0.003257	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.004886	-63.849276	-159.724723	-44.212652	231.024142	39.273249
3175	0.940000	0.060000	0.003356	0.940000	0.056400	0.930000	0.065100	1.000000	0.930000	0.070000	0.005034	-42.519000	-113.341470	-30.061303	166.560335	24.915393
3176	0.920000	0.080000	0.013378	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.020067	-63.436692	-120.329403	-50.904278	138.850249	25.064827
3177	0.920000	0.080000	0.000000	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.000000	-41.605558	-113.602962	-27.460029	172.285866	28.291058
3178	0.870000	0.130000	0.003460	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.005190	-65.905545	-168.794478	-45.467506	246.653944	40.876077
3179	0.950000	0.050000	0.012121	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.009091	-49.469233	-81.607555	-42.692010	77.831090	13.554444
3180	0.910000	0.090000	0.011029	0.910000	0.081900	0.890000	0.087900	0.897855	0.880000	0.100000	0.005515	-58.080071	-117.644837	-48.891262	137.507150	18.377619
3181	0.960000	0.040000	0.009346	0.960000	0.038400	0.960000	0.038400	1.000000	0.960000	0.040000	0.014019	-43.455829	-68.699485	-37.149490	63.099990	12.612678
3182	0.900000	0.100000	0.003135	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.004702	-58.481570	-151.977850	-40.133178	223.689345	36.696784
3183	0.880000	0.120000	0.010309	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.010309	-72.411670	-169.115465	-56.255199	225.720533	32.312942
3184	0.940000	0.060000	0.015625	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.023438	-62.855473	-96.785577	-53.867700	85.835754	17.975547
3185	0.950000	0.050000	0.006536	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.009804	-43.078021	-88.232752	-34.024803	108.415900	18.106437
3186	0.910000	0.090000	0.006211	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.009317	-59.918340	-139.392174	-44.230774	190.322801	31.375132
3187	0.880000	0.120000	0.008065	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.012097	-64.234899	-142.277399	-47.854654	188.845491	32.760490
3188	0.840000	0.160000	0.009934	0.840000	0.134400	0.840000	0.134400	1.000000	0.840000	0.160000	0.014901	-80.902420	-176.574146	-61.003408	231.141478	39.798024
3189	0.880000	0.120000	0.013072	0.880000	0.105600	0.860000	0.120400	1.000000	0.860000	0.140000	0.014706	-76.114291	-153.484372	-58.267154	190.434437	35.694275
3190	0.930000	0.070000	0.003401	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.005102	-41.473635	-98.722538	-30.296588	136.851901	22.354094
3191	0.880000	0.120000	0.013115	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.014754	-79.348370	-174.189862	-61.283652	225.812421	36.129435
3192	0.870000	0.130000	0.010309	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.010309	-76.060503	-188.430474	-57.709719	261.441511	36.701569
3193	0.930000	0.070000	0.009615	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.014423	-55.499132	-96.262485	-45.445783	101.633403	20.106699
3194	0.870000	0.130000	0.012270	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.009202	-76.030742	-165.304202	-60.031083	210.546237	31.999317
3195	0.900000	0.100000	0.010830	0.900000	0.090000	0.895000	0.078975	0.840383	0.880000	0.090000	0.000000	-55.805169	-124.730697	-46.659059	156.143277	18.292219
3196	0.890000	0.110000	0.006494	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.004870	-61.903251	-147.499181	-46.173089	202.652184	31.460324
3197	0.890000	0.110000	0.003205	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.004808	-62.413755	-160.398170	-42.350580	236.095179	40.126350
3198	0.910000	0.090000	0.005935	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.008902	-60.928964	-147.563467	-44.384283	206.358369	33.089362
3199	0.890000	0.110000	0.003215	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.004823	-60.227872	-144.679306	-42.321804	204.715005	35.812136
3200	0.810000	0.190000	0.007018	0.810000	0.153900	0.810000	0.153900	1.000000	0.810000	0.190000	0.010526	-84.622566	-197.680850	-62.408552	270.544597	44.428029
3201	0.870000	0.130000	0.018927	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.009464	-89.128197	-161.060168	-75.702327	170.715682	26.851740
3202	0.910000	0.090000	0.009524	0.910000	0.081900	0.900000	0.080000	0.888889	0.890000	0.090000	0.004762	-60.961136	-145.139279	-50.062974	190.152610	21.796324
3203	0.900000	0.100000	0.006757	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010135	-63.331607	-146.020820	-46.636080	198.769480	33.391054
3204	0.920000	0.080000	0.014388	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.016187	-63.186654	-128.070788	-50.211645	155.718286	25.950019
3205	0.920000	0.080000	0.017730	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.021277	-66.085025	-121.994308	-55.669915	132.648786	20.830221
3206	0.820000	0.180000	0.000000	0.820000	0.147600	0.820000	0.147600	1.000000	0.820000	0.180000	0.000000	-73.201779	-239.900012	-44.432296	390.935433	57.538967
3207	0.880000	0.120000	0.015823	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.023734	-85.188448	-157.854863	-67.790116	180.129494	34.796664
3208	0.880000	0.120000	0.006329	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.004747	-61.286247	-132.123329	-48.404790	167.437077	25.762913
3209	0.890000	0.110000	0.022436	0.890000	0.097900	0.895000	0.088975	0.946794	0.890000	0.100000	0.009615	-83.951412	-147.978393	-74.837676	146.281436	18.227472
3210	0.810000	0.190000	0.013158	0.810000	0.153900	0.820000	0.147600	1.000000	0.820000	0.180000	0.009868	-89.021673	-179.731509	-70.196578	219.069863	37.650191
3211	0.900000	0.100000	0.011494	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.017241	-74.372935	-164.930983	-56.525846	216.810276	35.694179
3212	0.900000	0.100000	0.006579	0.900000	0.090000	0.895000	0.078975	0.840383	0.880000	0.090000	0.000000	-52.018231	-137.450304	-41.138293	192.624021	21.759876
3213	0.940000	0.060000	0.020979	0.940000	0.056400	0.940000	0.046400	0.822695	0.930000	0.050000	0.020979	-63.018835	-101.729631	-57.217918	89.023425	11.601833
3214	0.900000	0.100000	0.016667	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.015000	-74.073225	-140.208807	-62.256870	155.903874	23.632711
3215	0.870000	0.130000	0.010000	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.010000	-76.892217	-173.403913	-58.286087	230.235653	37.212261
3216	0.910000	0.090000	0.005970	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.008955	-61.208569	-144.054225	-44.814857	198.478736	32.787424
3217	0.940000	0.060000	0.014440	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.010830	-54.413014	-93.797896	-47.556163	92.483466	13.713703
3218	0.900000	0.100000	0.000000	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.000000	-44.193789	-97.736325	-31.978124	131.516403	24.431330
3219	0.930000	0.070000	0.013559	0.930000	0.065100	0.925000	0.064375	0.927928	0.920000	0.070000	0.010169	-57.092579	-126.655889	-47.636552	158.038675	18.912054
3220	0.870000	0.130000	0.014286	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.016071	-72.201987	-131.498695	-58.643824	145.709743	27.116326
3221	0.930000	0.070000	0.024540	0.930000	0.065100	0.920000	0.073600	1.000000	0.920000	0.080000	0.023006	-82.871966	-149.605724	-71.208869	156.793709	23.326195
3222	0.920000	0.080000	0.013559	0.920000	0.073600	0.910000	0.081900	1.000000	0.910000	0.090000	0.010169	-60.808893	-113.077213	-52.832926	120.488574	15.951934
3223	0.820000	0.180000	0.003401	0.820000	0.147600	0.800000	0.160000	1.000000	0.800000	0.200000	0.005102	-77.989451	-231.401415	-52.878812	357.045206	50.221277
3224	0.870000	0.130000	0.010345	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.010345	-72.368711	-157.343755	-56.142116	202.403278	32.453190
3225	0.890000	0.110000	0.006536	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.004902	-63.293278	-147.257089	-48.586547	197.341084	29.413463
3226	0.900000	0.100000	0.010067	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.010067	-62.831969	-126.964675	-48.487119	156.955113	28.689700
3227	0.860000	0.140000	0.003676	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.005515	-59.383434	-142.862157	-43.378699	198.966915	32.009470
3228	0.900000	0.100000	0.013158	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.014803	-63.930309	-127.572547	-50.335305	154.474483	27.190007
3229	0.910000	0.090000	0.007018	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.005263	-55.689806	-115.594358	-43.529289	144.130138	24.321035
3230	0.870000	0.130000	0.018462	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.013846	-92.331895	-200.020550	-74.696484	250.648132	35.270822
3231	0.920000	0.080000	0.006711	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010067	-54.097242	-109.830161	-41.806397	136.047528	24.581690
3232	0.890000	0.110000	0.006920	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.010381	-64.354617	-135.736803	-48.204544	175.064519	32.300147
3233	0.890000	0.110000	0.015625	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.018750	-84.961182	-170.543641	-65.629122	209.829039	38.664120
3234	0.890000	0.110000	0.012579	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.014151	-71.287796	-138.970726	-57.998081	161.945290	26.579430
3235	0.910000	0.090000	0.010067	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.015101	-64.619135	-146.271596	-47.638163	197.266867	33.961945
3236	0.890000	0.110000	0.010453	0.890000	0.097900	0.875000	0.094375	0.862857	0.860000	0.110000	0.005226	-65.060049	-147.926069	-53.287139	189.277859	23.545819
3237	0.870000	0.130000	0.003175	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.004762	-67.288664	-175.720778	-45.999368	259.442818	42.578591
3238	0.910000	0.090000	0.007168	0.910000	0.081900	0.920000	0.053600	0.728261	0.900000	0.060000	0.000000	-41.529336	-86.516590	-36.144608	100.743965	10.769455
3239	0.930000	0.070000	0.010638	0.930000	0.065100	0.950000	0.047500	1.000000	0.950000	0.050000	0.010638	-48.013424	-90.470576	-39.435848	102.069456	17.155152
